""	"A"	"Coef"	"t"	"p.value"	"p.value.adj"	"F"	"F.p.value"	"ID"	"M1"	"M2"	"M3"	"M4"	"M5"	"M6"	"M7"	"M8"	"M9"	"H1"	"H2"	"H3"	"H4"	"H5"	"H6"	"H7"	"H8"	"H9"	"N"	"log2.avg.H.M"	"log2.sd.H.M"	"log2.N.H.M"	"log2.avg.I"	"log2.H.M.1"	"log2.H.M.2"	"log2.H.M.3"	"log2.H.M.4"	"log2.H.M.5"	"log2.H.M.6"	"log2.H.M.7"	"log2.H.M.8"	"log2.H.M.9"	"nID"
"CDC42 small effector protein 1 [CDC42SE1 ...] [Q9NRR8 ...]"	20.29	-0.093	-0.09	0.927	0.958313	0.01	0.927	"CDC42 small effector protein 1 [CDC42SE1 ...] [Q9NRR8 ...]"	NA	NA	18.6829091391772	22.8857810740395	21.4120686965657	20.340602394875	19.0965302780879	19.2522959152154	20.8954949683507	NA	NA	19.1003085210871	23.0437286161895	21.4573716958545	19.8692035135774	19.8498581271323	18.900508988045	19.2522959152154	14	-0.156057142857143	0.779348003006664	7	21.6937786062096	NA	NA	0.417400000000001	0.15795	0.045300000000001	-0.471399999999999	0.753329999999998	-0.351790000000001	-1.64319	276
"Lysosome-associated membrane glycoprotein 2 [LAMP2 ...] [P13473-3 ...]"	20.66	-0.15	-0.18	0.85643	0.927063	0.03	0.85643	"Lysosome-associated membrane glycoprotein 2 [LAMP2 ...] [P13473-3 ...]"	21.5094648202744	21.8481654119441	20.0364027285492	20.4350073750567	19.8642941348864	18.6874836930806	21.889752460147	20.523508451444	21.8336761222064	21.7957886094754	21.4104213846184	20.6991961468601	20.2753070550921	19.8642941348864	17.4498960615719	21.5409208286458	20.1148812704028	22.1288025669199	18	-0.149804444444445	0.552698655894673	9	22.0495003222308	0.28633	-0.437750000000001	0.662800000000001	-0.159699999999997	0	-1.23758	-0.34883	-0.408630000000002	0.295119999999997	277
" [HNRNPA3 ...] [P51991-2 ...]"	26.78	-0.15	-1.08	0.29318	0.488896	1.17	0.29318	" [HNRNPA3 ...] [P51991-2 ...]"	26.7299210644047	26.8871003542618	26.7777678553523	27.0029587783448	26.8173592587399	26.7972462252863	26.8935451705468	26.8600051976688	26.9119287768432	26.8209297999281	26.8394841084786	26.5616661065774	26.6294821756772	26.8319445501347	26.6757234790779	26.813662791316	26.5221824642556	26.63560245006	18	-0.149687777777779	0.16083028118002	9	27.7835582878555	0.0910100000000007	-0.047620000000002	-0.216100000000001	-0.373480000000001	0.0145799999999987	-0.12153	-0.0798900000000025	-0.33783	-0.276330000000002	278
"Adaptin ear-binding coat-associated protein 2 [NECAP2 ...] [Q9NVZ3 ...]"	24.15	-0.144	-0.31	0.76198	0.858805	0.09	0.76198	"Adaptin ear-binding coat-associated protein 2 [NECAP2 ...] [Q9NVZ3 ...]"	24.6250201058934	24.3432843988747	24.3326376120833	24.1528633796276	24.7193441763604	24.7533905343438	23.3043036694268	23.8648235486865	23.9416940135072	25.1568023326554	24.9039906432723	23.6950665985227	22.8711333204815	24.9089870807328	24.3877470885376	24.0762517546974	23.5427139335103	23.1943581100281	18	-0.144476666666667	0.697000261926063	9	25.2836530868011	0.531780000000001	0.56071	-0.63757	-1.28173	0.18965	-0.365639999999999	0.77195	-0.322110000000002	-0.747330000000002	279
"Coatomer subunit zeta-1 [COPZ1 ...] [F8VVA7 ...]"	20.82	-0.142	-0.18	0.85914	0.927063	0.03	0.85914	"Coatomer subunit zeta-1 [COPZ1 ...] [F8VVA7 ...]"	21.5328512822951	22.0030866250989	21.9450780523449	20.7885854729359	18.0694987943415	18.4433870754735	21.9877137900085	21.3988906349351	21.895172112371	20.8992664498151	21.5583625711636	21.2825952231231	20.4830673863977	18.6851887407029	18.4442152903892	21.8461446948836	21.6938066540893	21.8917106774313	18	-0.142211111111112	0.423603782574129	9	22.2673446300494	-0.633579999999998	-0.44473	-0.662480000000002	-0.305519999999998	0.615689999999997	0.000830000000000553	-0.141570000000002	0.294919999999998	-0.00346000000000046	280
"THO complex subunit 4 [ALYREF ...] [E9PB61 ...]"	24.33	-0.141	-0.48	0.63633	0.769491	0.23	0.63633	"THO complex subunit 4 [ALYREF ...] [E9PB61 ...]"	24.5969951782635	24.0206474534308	24.30612243881	24.7731135911946	24.5207196013142	24.640385294113	24.2950421323729	24.1497438937893	24.2598842177192	24.1657487054469	24.1295548287541	23.9611195644224	25.0250934437087	24.0488306740495	24.0855468106734	23.5381258941195	24.73555565904	24.6026135565312	18	-0.141162222222223	0.469721061795662	9	25.3679094510596	-0.431250000000002	0.108899999999998	-0.344999999999999	0.25198	-0.471890000000002	-0.554839999999999	-0.756910000000001	0.585819999999998	0.34273	281
"Nuclease-sensitive element-binding protein 1 [YBX1 ...] [P67809 ...]"	25.8	-0.133	-0.41	0.68912	0.801789	0.17	0.68912	"Nuclease-sensitive element-binding protein 1 [YBX1 ...] [P67809 ...]"	26.106889707664	26.3072527254373	26.1600099538163	26.1472278359421	25.2964350027787	25.5666005613234	26.3454445166257	25.0257168865734	25.8537756741671	25.8352622802054	25.5116510886825	25.6895906447662	26.3184570758462	25.1272368781182	25.6167968331616	26.0891280998814	25.5892703359176	25.8384365622191	18	-0.132613333333333	0.389513744109242	9	26.8531448560185	-0.271629999999998	-0.7956	-0.470420000000001	0.171230000000001	-0.1692	0.0502000000000002	-0.256309999999999	0.563549999999999	-0.0153400000000019	282
"Nucleophosmin [NPM1 ...] [P06748 ...]"	27.31	-0.132	-0.48	0.6356	0.769491	0.23	0.6356	"Nucleophosmin [NPM1 ...] [P06748 ...]"	27.6486300930606	27.8509713233353	27.9149575876023	27.2263773078104	27.272938770479	26.8677581121382	27.1388451442285	26.9044789052595	27.5656400818103	28.0668774307426	27.9882100419137	27.9580807350493	26.5858485825009	26.6583885234692	26.5938124116605	27.0500023241623	27.1189513018334	27.186427585569	18	-0.131556666666666	0.370903241931099	9	28.3931857365544	0.41825	0.137239999999998	0.0431199999999983	-0.640529999999998	-0.614549999999998	-0.273949999999999	-0.0888500000000008	0.214470000000002	-0.379209999999997	283
"Protein CWC15 homolog [CWC15 ...] [Q9P013 ...]"	23.94	-0.125	-0.16	0.87296	0.932379	0.03	0.87296	"Protein CWC15 homolog [CWC15 ...] [Q9P013 ...]"	24.0007265249154	25.2191392251601	24.6021203134724	22.7606435993814	22.9150964149202	22.2455377830774	24.7054408198238	24.6125535528248	24.9583342436008	26.4594352762729	25.7480641665286	23.5226365145285	22.0743341695736	22.4451266194724	21.3887015173923	24.287889238508	24.9111850790708	24.0550494474998	18	-0.125239999999999	1.10987833767941	9	25.5095845227227	2.45871	0.528919999999999	-1.07948	-0.686309999999999	-0.46997	-0.856839999999998	-0.417549999999999	0.298640000000002	-0.903279999999999	284
"YLP motif-containing protein 1 [YLPM1 ...] [P49750-4 ...]"	24.78	-0.124	-0.31	0.76037	0.858569	0.1	0.76037	"YLP motif-containing protein 1 [YLPM1 ...] [P49750-4 ...]"	25.4991394987318	25.7517066261271	25.0284108269784	25.1696590156862	23.7167854691842	24.3647973236743	25.4138618893639	24.4706016293339	24.1477819206962	24.592705142841	24.8824708996002	24.5929398416861	24.844187090162	23.8669436693008	24.5476958470529	25.3029263028513	25.17776184865	24.6408557145445	18	-0.123805555555556	0.564171303043479	9	25.8774744748504	-0.90643	-0.869239999999998	-0.435470000000002	-0.325469999999999	0.15015	0.1829	-0.11093	0.707159999999998	0.493079999999999	285
"U1 small nuclear ribonucleoprotein C [SNRPC ...] [P09234 ...]"	23.71	-0.123	-0.3	0.77025	0.863362	0.09	0.77025	"U1 small nuclear ribonucleoprotein C [SNRPC ...] [P09234 ...]"	23.932549165619	23.0319305432028	23.2780073837438	24.8946656256824	25.1113362557045	23.9831915898227	23.2497245848242	23.1647950517854	23.3269178189012	23.4321990214657	22.7258308925206	23.1407759521102	24.6164991612673	24.8482012620717	23.8139039147917	23.3878519726795	23.3725771413968	23.5276154095486	18	-0.123074444444445	0.251089317629758	9	24.8949635317002	-0.500349999999997	-0.306100000000001	-0.137229999999999	-0.278170000000003	-0.26314	-0.16929	0.13813	0.20778	0.200699999999998	286
" [TPM3 ...] [Q5VU58 ...]"	22.12	-0.121	-0.12	0.902	0.948435	0.02	0.902	" [TPM3 ...] [Q5VU58 ...]"	22.9922920388356	20.4830673863977	23.108145411389	22.2174020378434	21.9853419579707	22.3407934807591	22.5447245155525	23.4953732391239	20.4747936679933	22.9304000020093	19.2616824515481	22.9490789144832	22.5971208498206	21.9853419579707	22.8149525551275	22.6778002870629	23.0084678763103	20.3283613229205	18	-0.12096888888889	0.504289666968412	9	23.457241899608	-0.0618900000000018	-1.22139	-0.15907	0.379719999999999	0	0.474160000000001	0.13308	-0.486900000000002	-0.146429999999999	287
"Cyclic AMP-responsive element-binding protein 1 [CREB1 ...] [P16220 ...]"	23.64	-0.12	-0.49	0.63153	0.769491	0.24	0.63153	"Cyclic AMP-responsive element-binding protein 1 [CREB1 ...] [P16220 ...]"	23.5007225870833	23.673358251458	23.1650510239889	23.643581330303	23.8669436693008	23.8832762416089	24.1140037345461	23.7160732886232	23.7757322994275	24.1353935204794	23.6653869843363	23.6653236125042	23.4518770408851	23.004691291173	22.7763417383217	23.727320943171	23.7128833247837	24.1188650305165	18	-0.120072222222222	0.591206428622393	9	24.6852292861117	0.63467	-0.00797000000000025	0.50027	-0.191700000000001	-0.86225	-1.10694	-0.386680000000002	-0.00319000000000003	0.343140000000002	288
"Ras GTPase-activating protein-binding protein 1 [G3BP1 ...] [Q13283 ...]"	22.63	-0.119	-0.18	0.86255	0.927298	0.03	0.86255	"Ras GTPase-activating protein-binding protein 1 [G3BP1 ...] [Q13283 ...]"	22.6195128183572	23.0072187948775	23.3562787054565	23.2788614192981	23.9456301633514	23.8950133188572	21.4433470679754	21.2499660630421	21.3703121281201	22.0857951574927	23.4228278799008	23.7757322994275	23.3447079215841	24.1744275941602	24.1664959488555	20.2583804612314	20.4224335620036	21.4450868321676	18	-0.118915555555556	0.584295413085519	9	24.0798867531321	-0.533709999999999	0.415610000000001	0.419449999999998	0.0658499999999975	0.2288	0.27149	-1.18497	-0.827540000000003	0.0747800000000005	289
"Programmed cell death protein 5 [PDCD5 ...] [O14737 ...]"	24.19	-0.117	-0.33	0.7463	0.848954	0.11	0.7463	"Programmed cell death protein 5 [PDCD5 ...] [O14737 ...]"	24.2072502493178	23.8899280116958	23.8464569901227	24.2662875827103	23.5983538945992	24.0683852687959	24.3311278568444	24.9758383375946	25.0080730554372	25.1769437306724	23.5495858611043	23.6050053719376	23.8270237308177	23.9949475285006	24.1030147492597	24.0955722720647	24.4390023179786	24.3494030507872	18	-0.116802222222223	0.514857187426227	9	25.2652586867408	0.96969	-0.340340000000001	-0.24145	-0.43927	0.396599999999999	0.0346200000000003	-0.235560000000003	-0.536840000000002	-0.658670000000001	290
"Polypyrimidine tract-binding protein 1 [PTBP1 ...] [P26599-3 ...]"	24.94	-0.114	-0.28	0.78059	0.873346	0.08	0.78059	"Polypyrimidine tract-binding protein 1 [PTBP1 ...] [P26599-3 ...]"	24.1790469972992	24.3505728473467	24.5443853994301	24.9443782259839	26.2169102453188	25.759113808577	25.7132287578987	24.3425507307529	24.8987628127173	24.9684294007379	24.8967245136396	24.3073641791111	24.9560669164692	25.6753499523162	25.6852104664333	24.6255103196866	24.2113060363209	24.5931729810705	18	-0.114424444444444	0.553666904625676	9	26.0723008554302	0.789380000000001	0.546149999999997	-0.237030000000001	0.0116900000000015	-0.541559999999997	-0.0738999999999983	-1.08772	-0.131239999999998	-0.305589999999999	291
"Pre-mRNA-splicing factor ISY1 homolog [ISY1 ...] [Q9ULR0-1 ...]"	21.68	-0.112	-0.11	0.91194	0.948435	0.01	0.91194	"Pre-mRNA-splicing factor ISY1 homolog [ISY1 ...] [Q9ULR0-1 ...]"	21.8653732713253	21.4353160094467	21.0834920164516	NA	NA	NA	21.0752738568784	22.920755246538	22.0088337923873	22.7501571640106	22.289465990479	22.16587416253	NA	NA	NA	22.2862634348567	21.545317031001	18.6783953766877	12	-0.11226	1.84707629208974	6	22.3683662013504	0.884790000000002	0.854150000000001	1.08238	NA	NA	NA	1.21099	-1.37544	-3.33043	292
"Small nuclear ribonucleoprotein Sm D2 [SNRPD2 ...] [P62316 ...]"	22.29	-0.111	-0.11	0.91207	0.948435	0.01	0.91207	"Small nuclear ribonucleoprotein Sm D2 [SNRPD2 ...] [P62316 ...]"	19.1041247363778	20.2753070550921	21.3762689689511	24.5530081860919	23.5869984244982	24.4301360468317	23.0555579679974	21.9547150274687	22.7306413957614	19.596985004396	19.5987033753591	23.1609781597231	23.6400534302768	22.7682916210672	23.9466651188775	23.2065500181016	22.1271429715276	22.0200355871253	18	-0.111262222222222	0.871026867937748	9	23.9902875682269	0.49287	-0.67661	1.78471	-0.912960000000002	-0.818709999999999	-0.483470000000001	0.15099	0.172420000000002	-0.710599999999999	293
"Splicing factor 3A subunit 1 [SF3A1 ...] [Q15459 ...]"	24.05	-0.106	-0.18	0.85807	0.927063	0.03	0.85807	"Splicing factor 3A subunit 1 [SF3A1 ...] [Q15459 ...]"	25.2165344696463	24.2993457165038	23.566177365084	23.7418519146505	25.1586157502857	24.8319944134771	24.944755562273	22.7151230668324	22.4829488578362	24.4316481939484	23.932549165619	24.0428154878445	24.4258141969474	24.5440546428481	24.9054370744751	23.4518003179018	23.2610120339463	23.0110856779838	18	-0.105681111111111	0.752827823201368	9	25.2645554749848	-0.784879999999998	-0.366800000000001	0.47664	0.683959999999999	-0.614570000000001	0.0734499999999976	-1.49296	0.54589	0.52814	294
"Galectin-1 [LGALS1 ...] [P09382 ...]"	26.83	-0.104	-0.49	0.62862	0.76789	0.24	0.62862	"Galectin-1 [LGALS1 ...] [P09382 ...]"	26.7039417170706	26.6559687414388	26.3639446588841	27.2097623469248	27.1375738211634	27.267779862736	26.6917989483709	26.9920069037416	26.8854362925075	26.8952686841488	26.7299210644047	26.4763420447192	26.6675914472111	26.5754759409486	26.6628271042958	26.5626674463862	27.0115039686192	27.3883784406505	18	-0.104247777777777	0.387743823122232	9	27.8545046421879	0.191330000000001	0.07395	0.112400000000001	-0.542169999999999	-0.562090000000001	-0.604949999999999	-0.12913	0.0194900000000011	0.502940000000002	295
"Glucosidase 2 subunit beta [PRKCSH ...] [P14314 ...]"	25.76	-0.101	-0.24	0.81333	0.900109	0.06	0.81333	"Glucosidase 2 subunit beta [PRKCSH ...] [P14314 ...]"	26.0725249459899	26.6004901788568	26.0030467606148	24.5359981062215	25.8622657410323	24.970474328879	25.8761631991051	26.1117002561933	26.2175365220076	27.2781509132563	25.9085474215161	25.525726852022	25.1437199992603	25.2541497405094	25.5302025622917	25.3787751068142	25.5687085823431	25.7549652905308	18	-0.100804444444445	0.696179972584516	9	26.8903089554583	1.20563	-0.691939999999999	-0.477320000000002	0.607719999999997	-0.60812	0.559730000000002	-0.49738	-0.54299	-0.462569999999999	296
"Signal recognition particle 9 kDa protein [SRP9 ...] [P49458 ...]"	25.23	-0.095	-0.32	0.75417	0.853142	0.1	0.75417	"Signal recognition particle 9 kDa protein [SRP9 ...] [P49458 ...]"	24.9822596391644	24.9560669164692	24.5681378432329	25.8784656954748	25.6853816049528	25.6892160670824	25.0410000041041	25.2297976448483	25.5004851658208	24.30612243881	25.3113788439636	24.2711370071299	25.6131801357774	25.4187760293214	25.675151554001	25.1560002570282	25.6228512070798	25.3007841019414	18	-0.0950500000000001	0.342702252108152	9	26.3016407245366	-0.67614	0.355309999999999	-0.297000000000001	-0.26529	-0.266599999999997	-0.0140700000000002	0.114999999999998	0.393049999999999	-0.19971	297
"Nascent polypeptide-associated complex subunit alpha [NACA ...] [E9PAV3 ...]"	22.21	-0.127	-0.18	0.85587	0.927063	0.03	0.85587	"Nascent polypeptide-associated complex subunit alpha [NACA ...] [E9PAV3 ...]"	22.6048991650859	22.2031968933744	23.9394353285268	NA	20.6286259413238	22.3107392713053	NA	22.3531126575864	21.791249537478	22.5902568905804	22.6706385724724	24.1050129008233	NA	20.4814015370545	21.2678927894512	NA	22.0033763616031	22.0554344677428	14	-0.0938942857142858	0.497615964804759	7	23.1994731697393	-0.01464	0.46744	0.165569999999999	NA	-0.14723	-1.04285	NA	-0.349730000000001	0.26418	298
"Heterogeneous nuclear ribonucleoprotein D-like [HNRPDL ...] [O14979 ...]"	26.62	-0.09	-0.41	0.68768	0.80164	0.17	0.68768	"Heterogeneous nuclear ribonucleoprotein D-like [HNRPDL ...] [O14979 ...]"	26.4800873032769	26.0912621663004	26.4294183915856	27.3455324969594	26.9038295175315	27.4098049779002	26.4068977682163	26.428686783063	26.4647613646416	26.4165480454398	26.2334176387753	26.3481032219308	26.7667888030681	26.8026730312441	26.9524367784546	26.3129527500771	26.6519631439713	26.6611287967754	18	-0.0904744444444445	0.275857274877387	9	27.662310355861	-0.0635399999999997	0.142160000000001	-0.0813200000000016	-0.57874	-0.10116	-0.457360000000001	-0.0939499999999995	0.223269999999999	0.196370000000002	299
"Splicing factor 3B subunit 4 [SF3B4 ...] [Q15427 ...]"	23.8	-0.087	-0.22	0.83174	0.912228	0.05	0.83174	"Splicing factor 3B subunit 4 [SF3B4 ...] [Q15427 ...]"	23.1375220114227	22.8835202762436	22.8368029659586	23.7245730115402	24.5676401018138	24.6296341592023	24.1349894982419	24.1591262774045	24.4844087537801	23.2664353480913	22.7148311663271	22.7836087300926	23.7014030267137	24.6745188041818	24.8053190142134	23.9998491365385	23.7526301281546	24.0787378416018	18	-0.0867633333333337	0.215364618844415	9	24.9530862022928	0.128920000000001	-0.168690000000002	-0.0531900000000007	-0.0231700000000004	0.10688	0.175689999999999	-0.13514	-0.406500000000001	-0.405670000000001	300
"NEDD8 [NEDD8 ...] [Q15843 ...]"	23.37	-0.074	-0.22	0.83107	0.912228	0.05	0.83107	"NEDD8 [NEDD8 ...] [Q15843 ...]"	22.6706385724724	23.5464322765073	22.9304000020093	23.2678053767588	23.9853768626203	23.9528526391977	23.7396831129372	23.406777665805	23.153243465457	23.2167745800706	23.991241325691	22.7448722003063	23.2764491833775	23.9853768626203	23.877438364026	22.8816420749979	23.2497245848242	22.7655106824878	18	-0.073798888888889	0.418108114859197	9	24.4396317513306	0.546130000000002	0.44481	-0.18553	0.00863999999999976	0	-0.0754100000000015	-0.858039999999999	-0.157060000000001	-0.387730000000001	301
"SH3 domain-binding glutamic acid-rich-like protein [SH3BGRL ...] [O75368 ...]"	25.07	-0.057	-0.19	0.85462	0.927063	0.03	0.85462	"SH3 domain-binding glutamic acid-rich-like protein [SH3BGRL ...] [O75368 ...]"	24.8618128272858	25.0141686877708	25.0752631646087	25.7990179422716	25.8395249346063	25.5873941222015	24.6939184656812	24.377106023219	24.6300359360963	25.1666423217247	24.8045323951836	24.8932724415377	25.6624469127839	26.1657055232182	25.5522406468518	24.3319823114956	24.2324553764169	24.5550430683565	18	-0.0571022222222209	0.230347735542255	9	26.1808810027702	0.304830000000003	-0.20964	-0.181989999999999	-0.136569999999999	0.32619	-0.035149999999998	-0.361939999999997	-0.144649999999999	-0.0749999999999993	302
"Histone H3.3 [H3F3A ...] [P84243 ...]"	24.31	-0.056	-0.11	0.91157	0.948435	0.01	0.91157	"Histone H3.3 [H3F3A ...] [P84243 ...]"	22.944940211088	24.105200772058	24.460867914701	24.9611674606997	25.1478811308615	25.3294538039551	24.2568209246402	23.5276154095486	24.2711370071299	22.876109708428	23.9427022550106	25.1970181777376	24.1483333248988	24.7818920697222	24.8975747848445	24.5262826270573	23.9882789288443	24.1391032097118	18	-0.0564233333333332	0.477995433738649	9	25.4546444486975	-0.0688299999999984	-0.162500000000001	0.736149999999999	-0.812839999999998	-0.36599	-0.43188	0.269459999999999	0.460660000000001	-0.13204	303
"Serine/arginine-rich splicing factor 1 [SRSF1 ...] [Q07955 ...]"	27.55	-0.054	-0.1	0.92449	0.957344	0.01	0.92449	"Serine/arginine-rich splicing factor 1 [SRSF1 ...] [Q07955 ...]"	27.9132465858882	28.4146527475437	28.2650494964809	25.6892160670824	26.3700270618458	26.3764470910547	27.9413291583033	29.009241580475	28.2380451349165	28.2878508508672	28.5237932913513	28.3884677472867	25.7271407624397	26.0074517587113	26.0962035807428	28.3295244952012	28.1029275297989	28.2705497476941	18	-0.0537077777777779	0.407138836110538	9	28.8925155679536	0.374599999999997	0.10914	0.123420000000003	0.0379199999999997	-0.362580000000001	-0.280249999999999	0.388189999999998	-0.906309999999998	0.0324999999999989	304
"Copper chaperone for superoxide dismutase [CCS ...] [O14618 ...]"	24.29	-0.046	-0.13	0.89425	0.943583	0.02	0.89425	"Copper chaperone for superoxide dismutase [CCS ...] [O14618 ...]"	24.5032586830315	24.1277722496385	24.2881258703967	24.2183586678376	24.4308946575497	24.4956992232865	24.3234079330828	24.3343450059487	24.0872844757138	24.9874442871892	24.0548216000137	23.8385820080164	24.4795723734327	23.7576297712353	24.5143078789565	25.1871862437018	23.8484691168381	23.7279726644832	18	-0.0459077777777787	0.506955918147175	9	25.3420540856463	0.484179999999999	-0.0729500000000023	-0.449549999999999	0.261209999999998	-0.673260000000003	0.0186099999999989	0.863780000000002	-0.485880000000002	-0.359310000000001	305
"Glutaredoxin-3 [GLRX3 ...] [O76003 ...]"	19.86	-0.046	-0.08	0.93716	0.963936	0.01	0.93716	"Glutaredoxin-3 [GLRX3 ...] [O76003 ...]"	20.3359735473143	20.822698821533	20.4293722882703	19.2673902241464	19.6004275126676	20.1308288471285	20.1935392743081	19.0977855083202	19.1003085210871	20.4293722882703	21.3141549650503	18.6806447349949	19.1066902592622	19.2635786578811	20.2787608794717	19.4306111694588	19.2504372876231	20.8112120783205	18	-0.0458755555555549	0.934283207251835	9	21.0516491164277	0.093399999999999	0.49145	-1.74873	-0.160699999999999	-0.336849999999998	0.147929999999999	-0.762929999999997	0.152650000000001	1.7109	306
"Zinc finger protein 207 [ZNF207 ...] [H0Y3M2 ...]"	25.6	-0.041	-0.12	0.90686	0.948435	0.01	0.90686	"Zinc finger protein 207 [ZNF207 ...] [H0Y3M2 ...]"	25.2781464983797	24.7483346205643	24.4971738889719	26.1589671168814	26.3371563027976	26.6946290189787	25.7709720639093	25.3957291905121	25.6594290706765	25.1986850172897	24.8752654494922	24.554539434996	25.9144631399916	26.2169102453188	26.266831289548	25.765984045442	25.6107758732223	25.7662470088216	18	-0.0412033333333343	0.201674086585263	9	26.72244285033	-0.079460000000001	0.126940000000001	0.0573699999999988	-0.244510000000002	-0.120250000000002	-0.427800000000001	-0.00498999999999938	0.215049999999998	0.106819999999999	307
"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 [MACF1 ...] [H3BQK9 ...]"	21.6	-0.511	-0.35	0.73194	0.83729	0.12	0.73194	"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 [MACF1 ...] [H3BQK9 ...]"	22.6857536170219	23.2266586383172	23.3463163798835	18.4433870754735	NA	23.9648200892615	20.7370904286073	19.7194743793083	21.9594018155691	24.5820047973994	24.4900309192623	23.0414466791725	19.6021574453957	NA	NA	19.7131417665748	17.4498960615719	20.982970117362	15	-0.0366328571428559	1.51498101296919	7	23.5672309173227	1.89625	1.26337	-0.304869999999998	1.15877	NA	NA	-1.02395	-2.26957	-0.976429999999997	308
"Eukaryotic translation initiation factor 1 [EIF1 ...] [P41567 ...]"	23.06	-0.033	-0.09	0.92952	0.9593	0.01	0.92952	"Eukaryotic translation initiation factor 1 [EIF1 ...] [P41567 ...]"	22.2387271529752	22.4806156466378	23.0468541812357	23.0946206274807	22.9633934841123	23.1754377066983	23.2128575049399	23.7907001547786	23.6769129212381	23.0355434073243	22.4419413423461	22.6771877821628	22.4295798245246	23.6980662439353	23.8871739769711	22.6924150289675	23.5504383942538	22.9746001317114	18	-0.032574444444444	0.619870498412998	9	24.143635872216	0.796810000000001	-0.0386799999999994	-0.36966	-0.665039999999998	0.734680000000001	0.711730000000003	-0.520440000000001	-0.240260000000003	-0.702310000000001	309
"Tropomyosin alpha-4 chain [TPM4 ...] [P67936 ...]"	27.64	-0.031	-0.07	0.94322	0.968543	0.01	0.94322	"Tropomyosin alpha-4 chain [TPM4 ...] [P67936 ...]"	26.8925550290495	27.2116887649732	27.2977871113429	26.735272162028	28.1958784890302	29.1792852123893	27.2007300262778	28.0452370666441	28.1541202687568	27.5418969600182	27.6890393995622	27.5283093333431	27.3111101558987	27.4157395305162	27.4996392775199	27.6663396617616	28.0205823243996	27.9614687797313	18	-0.0309377777777782	0.767298806818077	9	28.7593182632024	0.649339999999999	0.477349999999998	0.230520000000002	0.575839999999999	-0.780139999999999	-1.67965	0.465610000000002	-0.0246600000000008	-0.19265	310
"Nuclear receptor coactivator 3 [NCOA3 ...] [Q9Y6Q9 ...]"	23.49	-0.03	-0.03	0.97269	0.989287	0	0.97269	"Nuclear receptor coactivator 3 [NCOA3 ...] [Q9Y6Q9 ...]"	22.5925372120477	23.5168240918899	20.7027337753349	25.0884532015007	24.8198846356854	24.7427232389461	22.874882116874	23.5740388355879	23.6050053719376	22.7630934188045	22.9131835609838	20.1201439707223	25.1964650312048	25.2111529108675	24.9478528377997	22.5396341964032	23.7989874976438	23.7565872378959	18	-0.0299977777777782	0.373763172302254	9	25.023809963154	0.170549999999999	-0.603639999999999	-0.58259	0.10802	0.391269999999999	0.20513	-0.335250000000002	0.22495	0.151579999999999	311
"UBX domain-containing protein 1 [UBXN1 ...] [Q04323 ...]"	24.71	-0.026	-0.06	0.95599	0.976741	0	0.95599	"UBX domain-containing protein 1 [UBXN1 ...] [Q04323 ...]"	25.0344335994564	24.5322627663236	23.4433684382235	25.3764433970371	25.459283893963	25.2370560011255	23.8717242763772	24.8557508260932	24.7297378840947	24.789315413942	23.7134005692351	23.5594596898576	25.5804133816772	25.5947658083958	25.0372346630795	23.9904634892062	24.8954702578574	25.1431432470663	18	-0.0262655555555556	0.357831723897949	9	25.8600131054511	-0.24511	-0.818860000000001	0.11609	0.203970000000002	0.135490000000001	-0.199829999999999	0.118739999999999	0.0397199999999991	0.413399999999999	312
"HLA class I histocompatibility antigen, A-2 alpha chain [HLA-A ...] [A9R9N7 ...]"	23.45	-0.024	-0.05	0.95792	0.977081	0	0.95792	"HLA class I histocompatibility antigen, A-2 alpha chain [HLA-A ...] [A9R9N7 ...]"	23.5109172279307	23.9986135750205	23.4321990214657	23.4662849080528	24.3048723646814	23.3478176937882	23.8282995497132	22.3729987323553	22.8563290974646	23.1577173503149	24.0660138011284	22.9951593283826	23.3759149709989	24.6999864852483	23.2336641901502	23.7446344451063	22.7758156777284	22.8507109040747	18	-0.0243022222222223	0.287575390583833	9	24.5627257217771	-0.353199999999998	0.0673999999999992	-0.437040000000003	-0.0903700000000001	0.395119999999999	-0.114159999999998	-0.0836699999999979	0.402819999999998	-0.0056200000000004	313
"HLA class I histocompatibility antigen, B-15 alpha chain [HLA-B ...] [P30464 ...]"	25.26	-0.022	-0.11	0.91227	0.948435	0.01	0.91227	"HLA class I histocompatibility antigen, B-15 alpha chain [HLA-B ...] [P30464 ...]"	24.91391459484	25.1346188482285	25.3148581573722	25.4344229141088	25.3610282069502	25.5337499990977	24.9794979415811	25.0148746260555	25.7231914785253	24.9776598886746	25.2582774720181	25.2197336590445	25.3563109500779	25.2738024988	25.2825858520959	25.2319370535371	25.0657106772422	25.5437309790424	18	-0.0222666666666669	0.157817725715459	9	26.2726010454083	0.0637499999999989	0.123659999999997	-0.095130000000001	-0.0781099999999988	-0.0872299999999981	-0.251160000000002	0.25244	0.0508400000000009	-0.179459999999999	314
