Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides b1t1	Peptides b1t2	Peptides b1t3	Peptides b2t1	Peptides b2t2	Peptides b2t3	Peptides b3t1	Peptides b3t2	Peptides b3t3	Razor + unique peptides b1t1	Razor + unique peptides b1t2	Razor + unique peptides b1t3	Razor + unique peptides b2t1	Razor + unique peptides b2t2	Razor + unique peptides b2t3	Razor + unique peptides b3t1	Razor + unique peptides b3t2	Razor + unique peptides b3t3	Unique peptides b1t1	Unique peptides b1t2	Unique peptides b1t3	Unique peptides b2t1	Unique peptides b2t2	Unique peptides b2t3	Unique peptides b3t1	Unique peptides b3t2	Unique peptides b3t3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Slice average	Slice 1	Experiment b1t1	Experiment b1t2	Experiment b1t3	Experiment b2t1	Experiment b2t2	Experiment b2t3	Experiment b3t1	Experiment b3t2	Experiment b3t3	PEP	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L b1t1	Ratio H/L normalized b1t1	Ratio H/L variability [%] b1t1	Ratio H/L count b1t1	Ratio H/L b1t2	Ratio H/L normalized b1t2	Ratio H/L variability [%] b1t2	Ratio H/L count b1t2	Ratio H/L b1t3	Ratio H/L normalized b1t3	Ratio H/L variability [%] b1t3	Ratio H/L count b1t3	Ratio H/L b2t1	Ratio H/L normalized b2t1	Ratio H/L variability [%] b2t1	Ratio H/L count b2t1	Ratio H/L b2t2	Ratio H/L normalized b2t2	Ratio H/L variability [%] b2t2	Ratio H/L count b2t2	Ratio H/L b2t3	Ratio H/L normalized b2t3	Ratio H/L variability [%] b2t3	Ratio H/L count b2t3	Ratio H/L b3t1	Ratio H/L normalized b3t1	Ratio H/L variability [%] b3t1	Ratio H/L count b3t1	Ratio H/L b3t2	Ratio H/L normalized b3t2	Ratio H/L variability [%] b3t2	Ratio H/L count b3t2	Ratio H/L b3t3	Ratio H/L normalized b3t3	Ratio H/L variability [%] b3t3	Ratio H/L count b3t3	Sequence coverage b1t1 [%]	Sequence coverage b1t2 [%]	Sequence coverage b1t3 [%]	Sequence coverage b2t1 [%]	Sequence coverage b2t2 [%]	Sequence coverage b2t3 [%]	Sequence coverage b3t1 [%]	Sequence coverage b3t2 [%]	Sequence coverage b3t3 [%]	Intensity	Intensity L	Intensity H	Intensity b1t1	Intensity L b1t1	Intensity H b1t1	Intensity b1t2	Intensity L b1t2	Intensity H b1t2	Intensity b1t3	Intensity L b1t3	Intensity H b1t3	Intensity b2t1	Intensity L b2t1	Intensity H b2t1	Intensity b2t2	Intensity L b2t2	Intensity H b2t2	Intensity b2t3	Intensity L b2t3	Intensity H b2t3	Intensity b3t1	Intensity L b3t1	Intensity H b3t1	Intensity b3t2	Intensity L b3t2	Intensity H b3t2	Intensity b3t3	Intensity L b3t3	Intensity H b3t3	Only identified by site	Reverse	Contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P59665;P59666	P59665;P59666	5;5	5;5	5;5	Neutrophil defensin 1;HP 1-56;Neutrophil defensin 2;Neutrophil defensin 3;HP 3-56;Neutrophil defensin 2	DEFA1;DEFA3	>sp|P59665|DEF1_HUMAN Neutrophil defensin 1 OS=Homo sapiens GN=DEFA1 PE=1 SV=1;>sp|P59666|DEF3_HUMAN Neutrophil defensin 3 OS=Homo sapiens GN=DEFA3 PE=1 SV=1	2	5	5	5	2	2	3	1	3	2	1	1	2	2	2	3	1	3	2	1	1	2	2	2	3	1	3	2	1	1	2	64.9	64.9	64.9	10.201	94	94;94	1	19	2	2	3	1	4	3	1	1	2	2.5323E-75	0.53418	0.36583	57.801	15	NaN	NaN	NaN	1	NaN	NaN	NaN	2	NaN	NaN	NaN	2	NaN	NaN	NaN	1	0.54489	0.34424	72.57	4	0.51078	0.36458	100.22	3	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	39.4	42.6	48.9	33	47.9	42.6	9.6	10.6	43.6	717830000	530610000	187220000	35344000	27058000	8285600	115830000	87968000	27860000	114850000	84953000	29892000	55277000	46676000	8601400	154160000	102150000	52017000	144490000	108350000	36142000	63772000	48050000	15723000	0	0	0	34105000	25407000	8697700				460	53;54;1046;1437;2490	True;True;True;True;True	55;56;1068;1463;2556	251;252;253;254;255;256;257;258;259;260;4807;4808;6478;6479;11224;11225;11226;11227;11228	264;265;266;267;268;269;270;271;272;273;4969;4970;6708;6709;11659;11660	272;273;4970;6708;11660		
P60174;P60174-1;B7Z5D8	P60174;P60174-1;B7Z5D8	4;4;2	4;4;2	4;4;2	Triosephosphate isomerase	TPI1	>sp|P60174|TPIS_HUMAN Triosephosphate isomerase OS=Homo sapiens GN=TPI1 PE=1 SV=3;>sp|P60174-1|TPIS_HUMAN Isoform 2 of Triosephosphate isomerase OS=Homo sapiens GN=TPI1;>tr|B7Z5D8|B7Z5D8_HUMAN Triosephosphate isomerase OS=Homo sapiens GN=TPI1 PE=2 SV=1	3	4	4	4	1	4	2	2	2	3	1	1	1	1	4	2	2	2	3	1	1	1	1	4	2	2	2	3	1	1	1	19.2	19.2	19.2	30.791	286	286;249;167	1	17	1	4	2	2	2	3	1	1	1	0	0.62816	0.42924	44.669	13	NaN	NaN	NaN	0	0.59872	0.41901	81.607	3	NaN	NaN	NaN	2	NaN	NaN	NaN	2	NaN	NaN	NaN	1	NaN	NaN	NaN	2	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	4.2	19.2	7.7	7.7	11.2	14.7	3.5	3.5	3.5	191100000	106450000	84656000	0	0	0	50513000	31758000	18755000	31885000	17388000	14496000	26424000	13192000	13232000	12649000	5952400	6696900	25742000	15270000	10472000	13438000	5811900	7626500	16041000	8809500	7231400	14412000	8267300	6145100				461	951;1943;2058;2375	True;True;True;True	971;1998;2113;2440	4335;4336;4337;4338;4339;4340;4341;8692;8693;8694;8695;8696;8697;9250;10780;10781;10782	4477;4478;4479;4480;4481;4482;4483;9029;9030;9031;9032;9615;11224;11225;11226	4479;9029;9615;11225		
P60896	P60896	1	1	1	26S proteasome complex subunit DSS1	SHFM1	>sp|P60896|DSS1_HUMAN 26S proteasome complex subunit DSS1 OS=Homo sapiens GN=SHFM1 PE=1 SV=1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	18.6	18.6	18.6	8.2776	70	70	1	1							1			0.059153	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	0	0	0	0	0	18.6	0	0	5539900	5539900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5539900	5539900	0	0	0	0	0	0	0	+			462	95	True	98	432	456	456	59	67
P61088;Q5JXB2;F8VSD4;F8VQQ8;F8VV71;F8VZ29	P61088;Q5JXB2;F8VSD4;F8VQQ8	3;2;2;2;1;1	3;2;2;2;1;1	3;2;2;2;1;1	Ubiquitin-conjugating enzyme E2 N;Putative ubiquitin-conjugating enzyme E2 N-like	UBE2N;UBE2NL	>sp|P61088|UBE2N_HUMAN Ubiquitin-conjugating enzyme E2 N OS=Homo sapiens GN=UBE2N PE=1 SV=1;>sp|Q5JXB2|UE2NL_HUMAN Putative ubiquitin-conjugating enzyme E2 N-like OS=Homo sapiens GN=UBE2NL PE=1 SV=1;>tr|F8VSD4|F8VSD4_HUMAN Ubiquitin-conjugating enzyme E2 N	6	3	3	3	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	1	24.3	24.3	24.3	17.138	152	152;153;105;89;152;87	1	6	1	2				1	1		1	1.0623E-69	2.0346	1.5681	20.681	4	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	12.5	12.5	0	0	0	4.6	7.2	0	12.5	50042000	15331000	34711000	11052000	3730200	7321400	11741000	3001700	8738800	0	0	0	0	0	0	0	0	0	0	0	0	14384000	4508800	9874700	0	0	0	12867000	4090300	8776400				463	1295;1439;2140	True;True;True	1319;1465;2197	5906;5907;5908;5909;6481;9655	6139;6140;6141;6142;6711;10073	6141;6711;10073		
P61626;F8VV32	P61626;F8VV32	2;1	2;1	2;1	Lysozyme C	LYZ	>sp|P61626|LYSC_HUMAN Lysozyme C OS=Homo sapiens GN=LYZ PE=1 SV=1;>tr|F8VV32|F8VV32_HUMAN Lysozyme C OS=Homo sapiens GN=LYZ PE=3 SV=1	2	2	2	2	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	0	13.5	13.5	13.5	16.537	148	148;104	1	4	1			1		1	1			0.0001734	NaN	NaN	NaN	2	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	8.1	0	0	8.1	0	8.1	5.4	0	0	22187000	15161000	7025800	0	0	0	0	0	0	0	0	0	11378000	7323700	4054300	0	0	0	10809000	7837300	2971500	0	0	0	0	0	0	0	0	0				464	1777;2005	True;True	1830;2060	8013;8990;8991;8992	8313;9344;9345;9346	8313;9345		
P61978-2;P61978;P61978-3;Q5T6W5;B4DFF1;Q5T6W2;Q5T6W1	P61978-2;P61978;P61978-3;Q5T6W5;B4DFF1;Q5T6W2;Q5T6W1	15;15;15;15;13;12;8	15;15;15;15;13;12;8	15;15;15;15;13;12;8	Heterogeneous nuclear ribonucleoprotein K	HNRNPK	>sp|P61978-2|HNRPK_HUMAN Isoform 2 of Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK;>sp|P61978|HNRPK_HUMAN Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=1 SV=1;>sp|P61978-3|HNRPK_HUMAN Isoform 3 of Heterogeneo	7	15	15	15	5	8	9	4	4	6	4	5	8	5	8	9	4	4	6	4	5	8	5	8	9	4	4	6	4	5	8	36.2	36.2	36.2	51.028	464	464;463;440;428;459;379;306	1	56	5	8	10	4	4	6	5	6	8	2.3643E-138	1.515	0.91531	70.537	52	1.3079	0.82003	33.515	5	1.8897	1.1987	64.215	7	1.7064	1.0588	117.68	8	1.0376	0.69606	53.662	4	1.0208	0.5969	59.791	3	1.772	0.99333	59.669	6	1.1981	0.75873	45.029	5	1.9983	1.2801	40.693	6	1.4318	0.98728	75.559	8	13.4	18.3	20.7	14	12.7	17.2	11.6	10.3	22.8	1375200000	619560000	755690000	193810000	93387000	100430000	207310000	90081000	117230000	244010000	104820000	139190000	105930000	56110000	49820000	34487000	20004000	14483000	129500000	51733000	77766000	169810000	80776000	89031000	99493000	34095000	65398000	190900000	88546000	102350000				465	176;428;476;753;754;872;955;1007;1008;1014;1038;1317;1598;1979;2067	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	182;439;489;768;769;888;975;1027;1028;1035;1059;1341;1645;2034;2122	765;766;767;768;769;770;2055;2056;2057;2058;2059;2060;2285;2286;2287;2288;3535;3536;3975;3976;3977;3978;3979;3980;4349;4350;4628;4629;4630;4631;4632;4633;4634;4635;4636;4637;4638;4668;4669;4670;4671;4771;5985;5986;7213;8852;8853;8854;8855;9271;9272;9273;9274;9275;9276;9277	795;796;797;798;799;800;801;2164;2165;2166;2167;2168;2169;2411;2412;2413;3675;3676;4120;4121;4122;4123;4124;4125;4491;4492;4493;4771;4772;4773;4774;4775;4776;4777;4778;4779;4780;4781;4811;4812;4813;4814;4815;4926;6218;6219;7462;9199;9200;9638;9639;9640;9641;9642;9643;9644;9645;9646;9647	799;2169;2411;3675;3676;4121;4491;4772;4781;4813;4926;6218;7462;9200;9639		
P62072	P62072	1	1	1	Mitochondrial import inner membrane translocase subunit Tim10	TIMM10	>sp|P62072|TIM10_HUMAN Mitochondrial import inner membrane translocase subunit Tim10 OS=Homo sapiens GN=TIMM10 PE=1 SV=1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	1	0	1	1	1	0	1	0	0	1	0	1	1	1	0	7.8	7.8	7.8	10.333	90	90	1	6	2			1		1	1	1		0.0066232	1.2487	0.76305	47.771	6	NaN	NaN	NaN	2	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	0	7.8	0	0	7.8	0	7.8	7.8	7.8	0	40141000	20125000	20015000	14720000	8413900	6305800	0	0	0	0	0	0	6181000	2448900	3732100	0	0	0	8192900	4074900	4118000	5606700	2675800	2930900	5440200	2511900	2928300	0	0	0				466	2502	True	2568	11293;11294;11295;11296;11297;11298	11718;11719;11720	11719		
P62306	P62306	2	2	2	Small nuclear ribonucleoprotein F	SNRPF	>sp|P62306|RUXF_HUMAN Small nuclear ribonucleoprotein F OS=Homo sapiens GN=SNRPF PE=1 SV=1	1	2	2	2	1	0	2	1	1	1	1	1	2	1	0	2	1	1	1	1	1	2	1	0	2	1	1	1	1	1	2	24.4	24.4	24.4	9.7251	86	86	1	10	1		2	1	1	1	1	1	2	1.7558E-98	2.0435	1.1994	40.373	5	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	0	15.1	0	24.4	9.3	9.3	9.3	15.1	15.1	24.4	38809000	10795000	28014000	9759000	3031800	6727100	0	0	0	7211100	1602400	5608600	0	0	0	9343600	3281200	6062400	0	0	0	7734800	1596300	6138500	4760400	1283500	3476800	0	0	0				467	372;886	True;True	380;903	1747;1748;1749;1750;1751;4040;4041;4042;4043;4044	1825;1826;1827;1828;1829;4192;4193;4194;4195;4196	1828;4193		
P62316	P62316	1	1	1	Small nuclear ribonucleoprotein Sm D2	SNRPD2	>sp|P62316|SMD2_HUMAN Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens GN=SNRPD2 PE=1 SV=1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	8.5	8.5	8.5	13.527	118	118	1	2				1		1				0.00083206	NaN	NaN	NaN	2	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	0	0	8.5	0	8.5	0	0	0	16607000	6803000	9804500	0	0	0	0	0	0	0	0	0	8651300	3559700	5091600	0	0	0	7956100	3243200	4712900	0	0	0	0	0	0	0	0	0				468	1611	True	1660	7268;7269	7524;7525	7524		
P62328	P62328	3	3	3	Thymosin beta-4;Hematopoietic system regulatory peptide	TMSB4X	>sp|P62328|TYB4_HUMAN Thymosin beta-4 OS=Homo sapiens GN=TMSB4X PE=1 SV=2	1	3	3	3	2	1	1	1	2	1	2	1	2	2	1	1	1	2	1	2	1	2	2	1	1	1	2	1	2	1	2	54.5	54.5	54.5	5.0526	44	44	1	13	2	1	1	1	2	1	2	1	2	6.7826E-209	1.0791	0.76419	21.076	13	NaN	NaN	NaN	2	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	2	NaN	NaN	NaN	1	NaN	NaN	NaN	2	NaN	NaN	NaN	1	NaN	NaN	NaN	2	54.5	27.3	27.3	27.3	54.5	43.2	40.9	27.3	54.5	270510000	124650000	145860000	46605000	20265000	26340000	23038000	10768000	12271000	30371000	14049000	16322000	12960000	6185200	6774600	21744000	9539400	12205000	14834000	6920600	7913900	55441000	26861000	28580000	22462000	10726000	11736000	43051000	19335000	23716000				469	594;1615;2078	True;True;True	609;1664;2133	2832;2833;2834;2835;2836;2837;2838;2839;7285;9315;9316;9317;9318	2964;2965;2966;2967;2968;2969;2970;2971;7542;9688;9689;9690;9691;9692;9693;9694	2964;7542;9693		
P62633-2;P62633;P62633-5;P62633-3;B4DP17;E9PDR7	P62633-2;P62633;P62633-5;P62633-3;B4DP17;E9PDR7	7;6;5;5;5;4	7;6;5;5;5;4	3;2;1;2;2;0	Cellular nucleic acid-binding protein	CNBP	>sp|P62633-2|CNBP_HUMAN Isoform 2 of Cellular nucleic acid-binding protein OS=Homo sapiens GN=CNBP;>sp|P62633|CNBP_HUMAN Cellular nucleic acid-binding protein OS=Homo sapiens GN=CNBP PE=1 SV=1;>sp|P62633-5|CNBP_HUMAN Isoform 5 of Cellular nucleic acid-bind	6	7	7	3	3	4	1	0	2	3	3	1	1	3	4	1	0	2	3	3	1	1	1	2	0	0	1	2	2	0	0	42.4	42.4	23.5	18.742	170	170;177;172;167;160;179	1	21	4	4	1		3	3	4	1	1	1.3898E-119	0.5752	0.35948	23.853	15	0.56723	0.38364	25.554	3	0.52807	0.35094	19.121	3	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	2	0.4438	0.28849	35.312	3	NaN	NaN	NaN	1	NaN	NaN	NaN	1	25.9	28.2	8.8	0	17.1	23.5	22.4	8.8	8.8	472090000	294470000	177620000	129040000	79531000	49506000	124730000	79890000	44844000	4191400	2536300	1655100	0	0	0	23381000	13323000	10057000	71071000	43729000	27342000	33377000	22373000	11004000	81583000	49800000	31783000	4716800	3286100	1430600				470	358;360;402;494;576;747;856	True;True;True;True;True;True;True	366;368;411;507;591;762;872	1704;1705;1707;1905;1906;1907;1908;2390;2767;2768;2769;2770;2771;2772;2773;2774;3509;3510;3511;3924;3925	1787;1788;1790;1991;1992;1993;1994;2516;2906;2907;2908;2909;2910;2911;2912;2913;3651;3652;3653;4069;4070	1787;1790;1992;2516;2910;3651;4070		
P62633-4	P62633-4	6	2	2			>sp|P62633-4|CNBP_HUMAN Isoform 4 of Cellular nucleic acid-binding protein OS=Homo sapiens GN=CNBP	1	6	2	2	2	2	1	1	1	2	2	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	39.9	13.5	13.5	19.592	178	178	1	3				1		1	1			2.4294E-111	NaN	NaN	NaN	2	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	16.9	12.9	8.4	8.4	8.4	18.5	16.9	8.4	8.4	13719000	8781600	4937300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7276400	5372000	1904400	6442500	3409600	3032900	0	0	0	0	0	0				471	359;360;403;494;576;747	True;False;True;False;False;False	367;368;412;507;591;762	1706;1707;1909;1910;2390;2767;2768;2769;2770;2771;2772;2773;2774;3509;3510;3511	1789;1790;1995;1996;2516;2906;2907;2908;2909;2910;2911;2912;2913;3651;3652;3653	1789;1790;1995;2516;2910;3651		
P62805	P62805	1	1	1	Histone H4	HIST1H4A	>sp|P62805|H4_HUMAN Histone H4 OS=Homo sapiens GN=HIST1H4A PE=1 SV=2	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	6.8	6.8	6.8	11.367	103	103	1	6	1		1	1	1			1	1	8.7572E-22	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	6.8	0	6.8	6.8	6.8	0	0	6.8	6.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				472	2139	True	2196	9649;9650;9651;9652;9653;9654	10065;10066;10067;10068;10069;10070;10071;10072	10071		
P62857	P62857	4	4	4	40S ribosomal protein S28	RPS28	>sp|P62857|RS28_HUMAN 40S ribosomal protein S28 OS=Homo sapiens GN=RPS28 PE=1 SV=1	1	4	4	4	2	0	0	1	0	2	1	1	2	2	0	0	1	0	2	1	1	2	2	0	0	1	0	2	1	1	2	31.9	31.9	31.9	7.8409	69	69	1	10	2			1		2	2	1	2	1.3748E-29	1.5507	1.0372	33.379	9	NaN	NaN	NaN	2	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	2	NaN	NaN	NaN	2	NaN	NaN	NaN	1	NaN	NaN	NaN	2	21.7	0	0	17.4	0	27.5	21.7	21.7	21.7	121300000	49261000	72035000	28331000	11501000	16829000	0	0	0	0	0	0	0	0	0	0	0	0	15874000	3899800	11974000	22319000	8687600	13632000	12798000	5750700	7046800	41974000	19421000	22553000				473	511;512;852;1646	True;True;True;True	524;525;868;1695	2433;2434;2435;2436;2437;2438;2439;2440;3915;7426	2559;2560;2561;2562;2563;2564;2565;2566;2567;4060;7696	2560;2562;4060;7696		
P62937;B4DM82;C9J5S7;F8WE65;Q567Q0;P23284;P45877;O43447;F5H284;Q9Y536;C9JQD4;A6NNE7;H0YEL5;E5RIZ5	P62937;B4DM82;C9J5S7;F8WE65;Q567Q0	10;8;7;7;5;1;1;1;1;1;1;1;1;1	10;8;7;7;5;1;1;1;1;1;1;1;1;1	10;8;7;7;5;1;1;1;1;1;1;1;1;1	Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase	PPIA	>sp|P62937|PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens GN=PPIA PE=1 SV=2;>tr|B4DM82|B4DM82_HUMAN Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens GN=PPIA PE=2 SV=1;>tr|C9J5S7|C9J5S7_HUMAN Peptidyl-prolyl cis-trans isomerase OS=Homo 	14	10	10	10	7	6	5	6	6	5	5	5	6	7	6	5	6	6	5	5	5	6	7	6	5	6	6	5	5	5	6	58.8	58.8	58.8	18.012	165	165;129;121;120;105;216;212;177;164;164;144;134;96;58	1	58	7	7	6	8	7	5	6	6	6	1.6826E-68	1.1939	0.83912	22.923	51	1.0959	0.74046	17.103	6	1.2991	0.98091	25.438	6	1.054	0.70907	22.897	6	1.3657	0.85252	19.995	7	1.3239	0.8404	10.398	6	1.199	0.90953	14.309	5	1.0667	0.63565	9.5636	5	1.0626	0.74528	37.551	5	1.2866	0.99366	24.392	5	40.6	40	32.1	35.2	34.5	27.3	37.6	39.4	47.9	2054800000	952590000	1102200000	264030000	116880000	147150000	231170000	108080000	123090000	241940000	118480000	123460000	292040000	132070000	159970000	299720000	131850000	167870000	183420000	82605000	100810000	141410000	68158000	73253000	214090000	106430000	107660000	187010000	88041000	98970000				474	183;628;934;1011;1899;2080;2325;2372;2402;2403	True;True;True;True;True;True;True;True;True;True	189;643;954;1031;1032;1954;2135;2386;2436;2437;2468;2469	811;812;813;814;815;2999;3000;3001;3002;3003;3004;3005;3006;4253;4254;4255;4256;4257;4652;4653;4654;4655;4656;4657;4658;8517;8518;8519;8520;8521;8522;8523;9322;9323;9324;9325;10558;10559;10765;10766;10767;10768;10769;10770;10771;10772;10773;10774;10896;10897;10898;10899;10900;10901;10902;10903;10904;10905	852;853;854;855;856;3130;3131;3132;3133;3134;3135;3136;3137;4386;4387;4795;4796;4797;4798;4799;4800;8848;8849;8850;8851;8852;8853;8854;8855;9699;9700;9701;9702;9703;9704;9705;9706;11018;11019;11206;11207;11208;11209;11210;11211;11212;11213;11214;11215;11216;11217;11218;11331;11332;11333;11334;11335;11336;11337;11338;11339;11340;11341;11342;11343;11344;11345;11346	853;3134;4387;4799;8854;9703;11018;11214;11331;11338	60	61
P62942;Q5W0X3;Q1JUQ5	P62942;Q5W0X3;Q1JUQ5	2;1;1	2;1;1	2;1;1	Peptidyl-prolyl cis-trans isomerase FKBP1A;Peptidyl-prolyl cis-trans isomerase	FKBP1A;FKBP12-Exip2	>sp|P62942|FKB1A_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Homo sapiens GN=FKBP1A PE=1 SV=2;>tr|Q5W0X3|Q5W0X3_HUMAN Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens GN=FKBP1A PE=2 SV=1;>tr|Q1JUQ5|Q1JUQ5_HUMAN Peptidyl-prolyl cis-trans isomeras	3	2	2	2	0	1	1	1	2	2	1	1	1	0	1	1	1	2	2	1	1	1	0	1	1	1	2	2	1	1	1	25	25	25	11.951	108	108;103;92	1	11		2	1	1	2	2	1	1	1	9.7677E-21	0.95815	0.60571	17.401	10	NaN	NaN	NaN	0	NaN	NaN	NaN	2	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	2	NaN	NaN	NaN	2	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	0	12	12	13	25	25	12	12	12	191120000	88386000	102730000	0	0	0	43136000	19856000	23280000	0	0	0	5926500	3440800	2485700	35567000	16764000	18804000	39067000	16064000	23003000	18293000	10628000	7665100	25809000	11633000	14176000	23318000	10001000	13317000				475	894;896	True;True	912;914	4077;4078;4079;4080;4081;4082;4083;4084;4086;4087;4088	4222;4223;4224;4225;4226;4227;4228;4229;4231;4232;4233	4223;4231		
P62993;P62993-2	P62993;P62993-2	6;4	6;4	6;4	Growth factor receptor-bound protein 2	GRB2	>sp|P62993|GRB2_HUMAN Growth factor receptor-bound protein 2 OS=Homo sapiens GN=GRB2 PE=1 SV=1;>sp|P62993-2|GRB2_HUMAN Isoform 2 of Growth factor receptor-bound protein 2 OS=Homo sapiens GN=GRB2	2	6	6	6	1	1	3	4	3	4	2	2	2	1	1	3	4	3	4	2	2	2	1	1	3	4	3	4	2	2	2	37.8	37.8	37.8	25.206	217	217;176	1	23	1	1	3	5	3	4	2	2	2	9.2915E-31	0.94248	0.59842	39.813	19	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	2	0.8892	0.56957	8.0413	4	1.2205	0.71638	21.544	3	0.98289	0.5994	91.171	3	NaN	NaN	NaN	2	NaN	NaN	NaN	2	NaN	NaN	NaN	2	5.5	5.5	12.4	18	23.5	28.1	6.9	6.9	8.8	238040000	112470000	125570000	0	0	0	10887000	5277600	5609800	25448000	14147000	11301000	55995000	26010000	29986000	29279000	11361000	17918000	21828000	7912900	13915000	29272000	14445000	14827000	30497000	16061000	14436000	34836000	17255000	17581000				476	424;587;670;911;1629;2357	True;True;True;True;True;True	435;602;685;930;1678;2419	2040;2041;2816;3179;3180;3181;3182;3183;3184;3185;4144;4145;4146;4147;4148;4149;7341;7342;7343;7344;7345;10690;10691	2147;2148;2948;3311;3312;3313;3314;3315;3316;3317;3318;3319;4298;4299;7603;7604;7605;7606;7607;11138;11139	2148;2948;3314;4299;7605;11138		
